Datetime,Text,Username,sentiment,user
2023-05-26 16:12:52+00:00,Happy Friday  Hope y all can make it ,jarpad,0.765,1
2023-05-16 20:15:25+00:00,To say I love this cast  amp  crew like they re my own family is an understatement  I ve become so deeply invested not only in the story this series is telling but everybody making it come to life  Help these kinfolk of mine  Let s folking go   SaveWalkerIndependence https t co M1r4u9fiA8,jarpad,0.7845,1
2023-05-16 15:18:32+00:00,Family don t end in cancellation  y all  Spread the word  amp  help suppprt my friends  shows  They deserve it  So get this   SaveTheWinchesters  RenewGothamKnights,jarpad,0.7003,1
2023-05-15 21:29:00+00:00,Brie ,jarpad,0,1
2023-05-15 21:24:54+00:00,Welcome to Texas  For safety reasons   please keep three raccoons and one armadillo apart at all times  https t co kNstau7EPa,jarpad,0.7964,1
2023-05-12 00:00:32+00:00,Here we goooooool   WalkerFamily  WalkerDay  Walker,jarpad,0,1
2023-05-11 19:34:34+00:00, walkerday  Tune in and see what we re gonna be dealing with next year     WalkerFamily  walker,jarpad,0,1
2023-05-09 21:20:50+00:00,Walker has been such an honor to portray  and I m thrilled to bring him back for Season 4  On behalf of the cast and crew  we want share our love and gratitude for the show and its viewers  We re all chompin at the bit to work alongside the CW and keep representing this family     WalkerFamily,jarpad,0.9442,1
2023-05-05 01:01:31+00:00,Alright  Hope some of y all got to watch with me  If not  we still have our season 3 finale next week   Let s do it   Walker,jarpad,0.5994,1
2023-05-05 01:00:18+00:00,Waitasecond  I thought they were nice     Walker,jarpad,0.4215,1
2023-05-05 00:58:11+00:00,Daddy  you romantic devil     walker  mitchpileggi,jarpad,-0.4019,1
2023-05-05 00:54:23+00:00,ALSO the scene I ve wanted to see   Goodbyes  Walker,jarpad,0,1
2023-05-05 00:47:21+00:00,What have y all done with the Side Step     Walker,jarpad,0,1
2023-05-05 00:41:48+00:00,That s the scene I ve wanted to see   Walker  SkippinRocks,jarpad,0,1
2023-05-05 00:36:29+00:00, Walker better deal with that vision sooner than later  They always seem to help ,jarpad,0.765,1
2023-05-05 00:32:14+00:00,Just tryin to roast some marshmallows and THAT happens    Beware the poisonous snakes   Walker,jarpad,-0.5719,1
2023-05-05 00:19:30+00:00,Did I just see    Walker,jarpad,0,1
2023-05-05 00:17:54+00:00,Momma  Daddy  Uhhhhh  You know there are cameras watching yall  right     Walker,jarpad,0,1
2023-05-05 00:16:02+00:00,Hmmmm   walker is hiding something ,jarpad,-0.296,1
2023-05-05 00:12:37+00:00, BTS   gettin to ride horses for days in a row  with a group of friends  made me rethink my own Bachelor party  Maybe we should get married again    Walker,jarpad,0.7003,1
2023-05-05 00:07:46+00:00,SEE  Trey is scared of bears too     Walker,jarpad,-0.4404,1
2023-05-05 00:06:49+00:00,Waaaaaaitasecond  Are we talking dueling Bachelor Bachelorette parties   Walker,jarpad,0.4019,1
2023-05-05 00:05:13+00:00,Bachelor Party time   Walker style  ,jarpad,0.4019,1
2023-05-05 00:02:10+00:00, Walker as an officiant   ,jarpad,0,1
2023-05-05 00:01:09+00:00,Here we go   WalkerDay  Walker  WalkerFamily,jarpad,0,1
2023-05-04 23:31:24+00:00,T 30 MINUTES until a brand new episode of  Walker   WalkerDay  WalkerFamily,jarpad,0,1
2023-05-04 21:15:13+00:00,Who s joining me for  WalkerDay   Brand new episode tonight   Only TWO left for the season    Walker  WalkerFamily  MayThe4thBeWithYou,jarpad,0,1
2023-05-02 19:04:47+00:00, HappyBirthdaySamWinchester 40 doesn t look so bad on ya  I really enjoyed spending time with you  Hope we get to visit again ,jarpad,0.2504,1
2023-04-28 01:02:16+00:00,Thanks for watching  Great to be back    Walker  WalkerDay  WalkerFamily,jarpad,0.7906,1
